"Citation:  Lovelace, J.K., Nielsen, M.G., Read, A.L., and Murphy, C.J., 2020, Estimated Groundwater Withdrawals from Principal Aquifers in the United States—County Level Data for 2015: U.S. Geological Survey data release, https://doi.org/10.5066/P9EI0KMR.
[--, no data]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State,State_FIPS,CountyAquifer,CountyAquifer Name,PS-GWPop,PS-GWPop-M,PS-WGWFr,PS-WGWFr-M,PS-WGWSa,PS-WGWSa-M,PS-WGWTo,DO-WGWFr,DO-WGWFr-M,DO-SSPop,DO-SSPop-M,IN-WGWFr,IN-WGWFr-M,IN-WGWSa,IN-WGWSa-M,IN-WGWTo,PO-WGWFr,PO-WGWFr-M,PO-WGWSa,PO-WGWSa-M,PO-WGWTo,PC-WGWFr,PC-WGWFr-M,PC-WGWSa,PC-WGWSa-M,PC-WGWTo,PT-WGWFr,PT-WGWSa,PT-WGWTo,MI-WGWFr,MI-WGWFr-M,MI-WGWSa,MI-WGWSa-M,MI-WGWTo,LI-WGWFr,LI-WGWFr-M,AQ-WGWFr,AQ-WGWFr-M,AQ-WGWSa,AQ-WGWSa-M,AQ-WGWTo,IC-WGWFr,IC-WGWFr-M,IG-WGWFr,IG-WGWFr-M,IR-WGWFr,IR-WGWFr-M,IT-WGWFr,TO-WGWFr,TO-WGWSa,TO-WGWTo
Alabama,1,01-023-S100SURFCL,AL-Choctaw County-Surficial aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-023-S400FLORDN,AL-Choctaw County-Floridan aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-025-N100ALLUVL,AL-Clarke County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-025-N9999OTHER,AL-Clarke County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-025-S100CSLLWD,AL-Clarke County-Coastal lowlands aquifer system,--,--,1.11,EGAM,0,EGAM,1.11,0.03,EGAM,0.532,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,1.14,0,1.14
Alabama,1,01-025-S100MSEMBM,AL-Clarke County-Mississippi embayment aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-025-S100SECSLP,AL-Clarke County-Southeastern Coastal Plain aquifer system,--,--,1.11,EGAM,0,EGAM,1.11,0.39,EGAM,6.029,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,1.5,0,1.5
Alabama,1,01-025-S100SURFCL,AL-Clarke County-Surficial aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-025-S400FLORDN,AL-Clarke County-Floridan aquifer system,--,--,0.28,EGAM,0,EGAM,0.28,0.02,EGAM,0.355,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.86,EGAM,0,EGAM,0.86,0.02,EGAM,0,EGAM,0,EGAM,0,0.02,EGAM,0,EGAM,--,--,0.02,1.2,0,1.2
Alabama,1,01-027-N400PDMBRX,AL-Clay County-Piedmont and Blue Ridge crystalline-rock aquifers,--,--,0,EGAM,0,EGAM,0,0.32,EGAM,7.585,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0.17,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0.49,0,0.49
Alabama,1,01-027-N9999OTHER,AL-Clay County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-029-N400PDMBRX,AL-Cleburne County-Piedmont and Blue Ridge crystalline-rock aquifers,--,--,0,EGAM,0,EGAM,0,0.7,EGAM,6.304,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0.11,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0.81,0,0.81
Alabama,1,01-029-N500VLYRDG,AL-Cleburne County-Valley and Ridge aquifers,--,--,0,EGAM,0,EGAM,0,0.23,EGAM,2.101,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0.04,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0.27,0,0.27
Alabama,1,01-029-N9999OTHER,AL-Cleburne County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-031-N100ALLUVL,AL-Coffee County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-031-N9999OTHER,AL-Coffee County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-031-S100MSEMBM,AL-Coffee County-Mississippi embayment aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-031-S100SECSLP,AL-Coffee County-Southeastern Coastal Plain aquifer system,--,--,5.38,EGAM,0,EGAM,5.38,0.8,EGAM,8.75,EGAM,1.48,EGAM,0,EGAM,1.48,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0.34,EGAM,0,EGAM,0,EGAM,0,0.68,EGAM,0,EGAM,--,--,0.68,8.68,0,8.68
Alabama,1,01-031-S400FLORDN,AL-Coffee County-Floridan aquifer system,--,--,0.96,EGAM,0,EGAM,0.96,0,EGAM,0,EGAM,0.26,EGAM,0,EGAM,0.26,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,1.22,0,1.22
Alabama,1,01-033-N500MSSPPI,AL-Colbert County-Mississippian aquifers,--,--,0.6,EGAM,0,EGAM,0.6,0.35,EGAM,3.94,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0.16,EGAM,0,EGAM,0,EGAM,0,0.78,EGAM,0,EGAM,--,--,0.78,1.89,0,1.89
Alabama,1,01-033-N9999OTHER,AL-Colbert County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-033-S100SECSLP,AL-Colbert County-Southeastern Coastal Plain aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-035-N9999OTHER,AL-Conecuh County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-035-S100CSLLWD,AL-Conecuh County-Coastal lowlands aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-035-S100MSEMBM,AL-Conecuh County-Mississippi embayment aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-035-S100SECSLP,AL-Conecuh County-Southeastern Coastal Plain aquifer system,--,--,1.2,EGAM,0,EGAM,1.2,0.18,EGAM,5.684,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.06,EGAM,0,EGAM,0.06,0.05,EGAM,0,EGAM,0,EGAM,0,0.05,EGAM,0,EGAM,--,--,0.05,1.54,0,1.54
Alabama,1,01-035-S100SURFCL,AL-Conecuh County-Surficial aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-035-S400FLORDN,AL-Conecuh County-Floridan aquifer system,--,--,0.12,EGAM,0,EGAM,0.12,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0.12,0,0.12
Alabama,1,01-037-N400PDMBRX,AL-Coosa County-Piedmont and Blue Ridge crystalline-rock aquifers,--,--,0.27,EGAM,0,EGAM,0.27,0.33,EGAM,4.885,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.08,EGAM,0,EGAM,0.08,0.02,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0.7,0,0.7
Alabama,1,01-037-N500VLYRDG,AL-Coosa County-Valley and Ridge aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-037-N9999OTHER,AL-Coosa County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-039-N100ALLUVL,AL-Covington County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-039-N9999OTHER,AL-Covington County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-039-S100CSLLWD,AL-Covington County-Coastal lowlands aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-039-S100MSEMBM,AL-Covington County-Mississippi embayment aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-039-S100SECSLP,AL-Covington County-Southeastern Coastal Plain aquifer system,--,--,3.07,EGAM,0,EGAM,3.07,0.75,EGAM,10.239,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.04,EGAM,0,EGAM,0.04,0.23,EGAM,0,EGAM,0,EGAM,0,1.27,EGAM,0,EGAM,--,--,1.27,5.36,0,5.36
Alabama,1,01-039-S100SURFCL,AL-Covington County-Surficial aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-039-S400FLORDN,AL-Covington County-Floridan aquifer system,--,--,1.02,EGAM,0,EGAM,1.02,0.25,EGAM,3.413,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,1.27,0,1.27
Alabama,1,01-041-N100ALLUVL,AL-Crenshaw County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-041-N9999OTHER,AL-Crenshaw County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-041-S100MSEMBM,AL-Crenshaw County-Mississippi embayment aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-041-S100SECSLP,AL-Crenshaw County-Southeastern Coastal Plain aquifer system,--,--,1.93,EGAM,0,EGAM,1.93,0.15,EGAM,3.347,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0.3,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,2.38,0,2.38
Alabama,1,01-043-N300PNSLVN,AL-Cullman County-Pennsylvanian aquifers,--,--,0.31,EGAM,0,EGAM,0.31,0.19,EGAM,2.581,EGAM,0.74,EGAM,0,EGAM,0.74,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0.82,EGAM,0,EGAM,0,EGAM,0,0.28,EGAM,0,EGAM,--,--,0.28,2.34,0,2.34
Alabama,1,01-043-N500VLYRDG,AL-Cullman County-Valley and Ridge aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-043-N9999OTHER,AL-Cullman County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-045-N100ALLUVL,AL-Dale County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-045-N9999OTHER,AL-Dale County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-045-S100MSEMBM,AL-Dale County-Mississippi embayment aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-045-S100SECSLP,AL-Dale County-Southeastern Coastal Plain aquifer system,--,--,5.74,EGAM,0,EGAM,5.74,0.68,EGAM,9.097,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.05,EGAM,0,EGAM,0.05,0.17,EGAM,0,EGAM,0,EGAM,0,0.33,EGAM,0,EGAM,--,--,0.33,6.97,0,6.97
Alabama,1,01-045-S400FLORDN,AL-Dale County-Floridan aquifer system,--,--,0.16,EGAM,0,EGAM,0.16,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0.16,0,0.16
Alabama,1,01-047-N100ALLUVL,AL-Dallas County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-047-N9999OTHER,AL-Dallas County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-047-S100SECSLP,AL-Dallas County-Southeastern Coastal Plain aquifer system,--,--,5.91,EGAM,0,EGAM,5.91,0.66,EGAM,9.42,EGAM,0.24,EGAM,0,EGAM,0.24,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.5,EGAM,0,EGAM,0.5,0.1,EGAM,7.79,EGAM,0,EGAM,7.79,0.69,EGAM,0,EGAM,--,--,0.69,15.89,0,15.89
Alabama,1,01-049-N300PNSLVN,AL-DeKalb County-Pennsylvanian aquifers,--,--,0.17,EGAM,0,EGAM,0.17,0.78,EGAM,11.296,EGAM,0.29,EGAM,0,EGAM,0.29,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.02,EGAM,0,EGAM,0.02,0.58,EGAM,0,EGAM,0,EGAM,0,0.29,EGAM,0,EGAM,--,--,0.29,2.13,0,2.13
Alabama,1,01-049-N500VLYRDG,AL-DeKalb County-Valley and Ridge aquifers,--,--,0.17,EGAM,0,EGAM,0.17,0.56,EGAM,8.069,EGAM,0.29,EGAM,0,EGAM,0.29,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.02,EGAM,0,EGAM,0.02,0.41,EGAM,0,EGAM,0,EGAM,0,0.2,EGAM,0,EGAM,--,--,0.2,1.65,0,1.65
Alabama,1,01-049-N9999OTHER,AL-DeKalb County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-051-N100ALLUVL,AL-Elmore County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-051-N400PDMBRX,AL-Elmore County-Piedmont and Blue Ridge crystalline-rock aquifers,--,--,0,EGAM,0,EGAM,0,0.09,EGAM,1.451,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.28,EGAM,0,EGAM,0.28,0.01,EGAM,0,EGAM,0,EGAM,0,0.09,EGAM,0,EGAM,--,--,0.09,0.47,0,0.47
Alabama,1,01-051-N9999OTHER,AL-Elmore County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-051-S100SECSLP,AL-Elmore County-Southeastern Coastal Plain aquifer system,--,--,2.68,EGAM,0,EGAM,2.68,0.27,EGAM,4.147,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,1.71,EGAM,0,EGAM,1.71,0.06,EGAM,0,EGAM,0,EGAM,0,0.52,EGAM,0,EGAM,--,--,0.52,5.24,0,5.24
Alabama,1,01-053-N100ALLUVL,AL-Escambia County-Alluvial aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-053-N9999OTHER,AL-Escambia County-Other aquifers,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-053-S100CSLLWD,AL-Escambia County-Coastal lowlands aquifer system,--,--,3.29,EGAM,0,EGAM,3.29,0.49,EGAM,6.619,EGAM,1.46,EGAM,0,EGAM,1.46,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.96,EGAM,0,EGAM,0.96,0.06,EGAM,0,EGAM,0,EGAM,0,0.83,EGAM,0,EGAM,--,--,0.83,7.09,0,7.09
Alabama,1,01-053-S100MSEMBM,AL-Escambia County-Mississippi embayment aquifer system,--,--,1,EGAM,0,EGAM,1,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,1,0,1
Alabama,1,01-053-S100SURFCL,AL-Escambia County-Surficial aquifer system,--,--,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,--,--,0,0,0,0
Alabama,1,01-053-S400FLORDN,AL-Escambia County-Floridan aquifer system,--,--,0.71,EGAM,0,EGAM,0.71,0.02,EGAM,0.331,EGAM,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,EGAM,0,EGAM,0,0,0,0,0.19,EGAM,0,EGAM,0.19,0.01,EGAM,0,EGAM,0,EGAM,0,0.17,EGAM,0,EGAM,--,--,0.17,1.1,0,1.1
